date,title,source,event,trade_date,relative_day,compound,bert_label,bert_score
2025-02-01,Luka Dončić Thanks Mavs After Trade to Lakers: 'I Thought I'd Spend My Career Here' - Bleacher Report,Bleacher Report,Doncic to Lakers,2025-02-01,0,0.4404,POSITIVE,0.99861741065979
2025-02-01,Here's how LeBron James learned Luka Doncic was being traded to LA Lakers - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,0,0.0,NEGATIVE,-0.8946657776832581
2025-02-01,The Luka Dončić Trade Latest - The Stein Line | Substack,The Stein Line | Substack,Doncic to Lakers,2025-02-01,0,0.0,NEGATIVE,-0.9429985880851746
2025-02-01,Two Reasons Behind Mavericks' Shocking Decision to Trade Luka Doncic to Lakers - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,0,-0.4019,NEGATIVE,-0.9603961706161499
2025-02-01,Trade spin: How does the pairing of Luka and LeBron impact fantasy basketball? - The New York Times,The New York Times,Doncic to Lakers,2025-02-01,0,0.0,POSITIVE,0.9010680317878723
2025-02-01,The jaw-dropping amount of money Luka Doncic is losing due to blockbuster Lakers trade - New York Post,New York Post,Doncic to Lakers,2025-02-01,0,0.3182,NEGATIVE,-0.9853780269622803
2025-02-01,Lakers trade Anthony Davis to Mavericks for Luka Doncic in major NBA shakeup - Reuters,Reuters,Doncic to Lakers,2025-02-01,0,-0.2212,NEGATIVE,-0.9622848033905029
2025-02-01,Lakers fans get clear timeline of Luka Doncic's 1st game with the franchise - Lake Show Life,Lake Show Life,Doncic to Lakers,2025-02-01,0,0.3818,POSITIVE,0.9898804426193237
2025-02-01,LeBron James had no idea that Luka Doncic was going to get traded to the Lakers - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,0,-0.296,NEGATIVE,-0.9842223525047302
2025-02-01,Luka Doncic Reportedly Didn't Ask Out of Dallas Before Trade to Lakers - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,0,0.0,POSITIVE,0.9590588808059692
2025-02-01,"Mavericks GM willing to accept burden of Luka Doncic trade: 'Ten years from now, they'll probably bury me' - CBS Sports",CBS Sports,Doncic to Lakers,2025-02-01,0,-0.0772,NEGATIVE,-0.9873234629631042
2025-02-01,Why Mavericks traded Luka Doncic? - BasketNews.com,BasketNews.com,Doncic to Lakers,2025-02-01,0,0.0,NEGATIVE,-0.9927248954772949
2025-02-01,Luka Doncic arrives in Los Angeles - ESPN,ESPN,Doncic to Lakers,2025-02-01,0,0.0,POSITIVE,0.9794778823852539
2025-02-01,"Mavs, Lakers Swap Doncic for Davis in League-Shaking Trade - Front Office Sports",Front Office Sports,Doncic to Lakers,2025-02-01,0,0.0,NEGATIVE,-0.9121149182319641
2025-02-01,Did Luka get traded to the Lakers? Mavericks reportedly swap Doncic for Anthony Davis - El Paso Times,El Paso Times,Doncic to Lakers,2025-02-01,0,0.0,NEGATIVE,-0.9960774779319763
2025-02-01,Analysis | The biggest winners and losers of the Luka Doncic-Anthony Davis trade - The Washington Post,The Washington Post,Doncic to Lakers,2025-02-01,0,-0.0772,POSITIVE,0.9627448916435242
2025-02-01,Sixers' Tyrese Maxey reacts to Mavericks sending Luka Doncic to Lakers - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,0,0.0,NEGATIVE,-0.8981608152389526
2025-02-02,Luka Doncic heads to the Lakers and Anthony Davis goes to the Mavs in blockbuster trade - AP News,AP News,Doncic to Lakers,2025-02-01,1,0.5994,POSITIVE,0.6849814057350159
2025-02-02,LUKA DONCIC/ANTHONY DAVIS TRADE GRADES - Basketball Poetry,Basketball Poetry,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.872322142124176
2025-02-02,'Unfathomable': How this stunning Luka Doncic-Anthony Davis trade came together - ESPN,ESPN,Doncic to Lakers,2025-02-01,1,0.4588,POSITIVE,0.9882336854934692
2025-02-02,The Luka Doncic Trade Is the Dumbest NBA Move I’ve Ever Seen - The Ringer,The Ringer,Doncic to Lakers,2025-02-01,1,-0.5106,NEGATIVE,-0.9992708563804626
2025-02-02,Processing the Luka Dončić trade as a lifelong Dallas Mavericks fan - Mavs Moneyball,Mavs Moneyball,Doncic to Lakers,2025-02-01,1,0.3182,NEGATIVE,-0.9587942361831665
2025-02-02,"Luka Dončić, LeBron James and the biggest winners and losers of the Lakers-Mavericks trade - Yahoo Sports",Yahoo Sports,Doncic to Lakers,2025-02-01,1,-0.0772,POSITIVE,0.7704819440841675
2025-02-02,Trending Topics: What does Anthony Davis-for-Luka Dončić deal mean for Lakers? - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9914884567260742
2025-02-02,"No But Seriously, Why Did The Mavericks Trade Luka? - Defector",Defector,Doncic to Lakers,2025-02-01,1,-0.568,NEGATIVE,-0.9977496266365051
2025-02-02,Watch: Luka Doncic arrives in Los Angeles after shocking trade to the Lakers - WFAA,WFAA,Doncic to Lakers,2025-02-01,1,-0.4019,POSITIVE,0.9924579858779907
2025-02-02,Luka Doncic Releases Heartfelt Statement for Mavericks Fans Following Trade - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.5423,POSITIVE,0.9992314577102661
2025-02-02,Lakers News: Magic Johnson Reacts To Luka Doncic Trade - Lakers Nation,Lakers Nation,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9857912063598633
2025-02-02,‘Unprecedented’: Luka Dončić trade earthquake felt far beyond Dallas - Texas Standard,Texas Standard,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9522600173950195
2025-02-02,"Luka Doncic to Lakers, Anthony Davis to Mavs in 3-team trade - ESPN",ESPN,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.5009682178497314
2025-02-02,Mavericks roster after Anthony Davis-Luka Dončić trade - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.5097439885139465
2025-02-02,Doncic releases emotional farewell message to Dallas after trade sends him to Lakers - AP News,AP News,Doncic to Lakers,2025-02-01,1,0.1531,POSITIVE,0.9561753869056702
2025-02-02,Luka Doncic Dropped a Three-Word Message Into Mavericks’ Team Group Chat After Trade - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9985693693161011
2025-02-02,Is Luka Doncic 230 or 260 pounds? Magic Johnson says new Laker must take 'conditioning seriously' - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,1,-0.1779,POSITIVE,0.683250904083252
2025-02-02,Reactions to the Luka Doncic-Anthony Davis blockbuster trade - AP News,AP News,Doncic to Lakers,2025-02-01,1,0.5994,POSITIVE,0.61985182762146
2025-02-02,Luka Doncic's father calls out Mavericks after Lakers trade - ESPN,ESPN,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.7494947910308838
2025-02-02,Trending Topics: What does Luka Dončić-for-Anthony Davis deal mean for Mavs? - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9904050827026367
2025-02-02,"Luka Doncic Is a Los Angeles Laker, (Un)explained - The Ringer",The Ringer,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9965408444404602
2025-02-02,Which is worse: the Luka Doncic trade or the Mookie Betts trade? - Over the Monster,Over the Monster,Doncic to Lakers,2025-02-01,1,-0.4767,NEGATIVE,-0.9997102618217468
2025-02-02,Luka Dončić thanks Mavericks fans in heartfelt message - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,1,0.7506,POSITIVE,0.9997072815895081
2025-02-02,Mavs Minority Owner Mark Cuban Reportedly Uninvolved in Luka Doncic Trade - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,-0.4939,NEGATIVE,-0.9970946311950684
2025-02-02,Luka Dončić says goodbye to Dallas: 'I wanted so badly to bring you a championship' - FOX Sports,FOX Sports,Doncic to Lakers,2025-02-01,1,-0.2712,NEGATIVE,-0.9568082690238953
2025-02-02,Lakers roster after Luka Dončić-Anthony Davis trade - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.805047333240509
2025-02-02,Luka Doncic trade: Five teams that could have made better offers than Lakers if Mavs had shopped superstar - CBS Sports,CBS Sports,Doncic to Lakers,2025-02-01,1,0.4404,NEGATIVE,-0.9953327775001526
2025-02-02,The Luka Doncic Trade Baffles NBA Execs: “The Return Sucks” - The Ringer,The Ringer,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9980471134185791
2025-02-02,LeBron James surprised by Anthony Davis-Luka Dončić trade - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,1,0.2263,POSITIVE,0.9987486600875854
2025-02-02,Luka Doncic net worth: How much is the Lakers' newest superstar worth? - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.4215,NEGATIVE,-0.7199647426605225
2025-02-02,Chiefs' Patrick Mahomes 'sick' over Mavericks' Luka Doncic trade - Fox News,Fox News,Doncic to Lakers,2025-02-01,1,-0.5106,NEGATIVE,-0.9986948370933533
2025-02-02,"Why Mavericks' Luka Doncic trade is malpractice, no matter how GM Nico Harrison tries to explain it - CBS Sports",CBS Sports,Doncic to Lakers,2025-02-01,1,-0.0191,NEGATIVE,-0.9985711574554443
2025-02-02,Inside the top-secret trade negotiations that made Luka Dončić a Laker - The Athletic - The New York Times,The New York Times,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9927214980125427
2025-02-02,Mavs Axed Multiple Staffers Luka Doncic 'Liked' in Desperation for Conditioning Changes - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,-0.3612,NEGATIVE,-0.9981397390365601
2025-02-02,"Luka Doncic 'Just Bought a $15 Million House' in Dallas Days Before Surprise Trade to Lakers, Ex-NBA Player Claims - Realtor.com",Realtor.com,Doncic to Lakers,2025-02-01,1,0.2732,NEGATIVE,-0.9921199083328247
2025-02-02,"Luka Doncic, Anthony Davis are NBA’s latest chess board pieces - Andscape",Andscape,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9965691566467285
2025-02-02,The Real Estate Angle of That Luka Dončić Trade - CandysDirt.com,CandysDirt.com,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.8791653513908386
2025-02-02,The Mavericks traded Luka Doncic. Does that make any sense? - D Magazine,D Magazine,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9926779270172119
2025-02-02,Commentary: Why Mavericks grew frustrated with Luka Doncic and offered him to Lakers - Los Angeles Times,Los Angeles Times,Doncic to Lakers,2025-02-01,1,-0.5267,NEGATIVE,-0.9811807870864868
2025-02-02,Luka Doncic's shocking trade to Lakers comes with positive financial ramifications for Mavericks - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.2263,POSITIVE,0.9973978996276855
2025-02-02,"Luka Doncic to the Lakers, Anthony Davis to the Mavs in blockbuster trade - KERA News",KERA News,Doncic to Lakers,2025-02-01,1,0.5994,POSITIVE,0.9471278190612793
2025-02-02,Lakers trade Anthony Davis to Mavericks for Luka Doncic in blockbuster mega deal - BasketballNews,BasketballNews,Doncic to Lakers,2025-02-01,1,0.5994,POSITIVE,0.9496845006942749
2025-02-02,Luka Doncic's Father Reacts to Unexpected Trade: 'Doesn't Deserve This' - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9538757801055908
2025-02-02,"Make No Mistake, The Boston Celtics Essentially Ended The Luka Doncic Era In Dallas - Barstool Sports",Barstool Sports,Doncic to Lakers,2025-02-01,1,0.2584,POSITIVE,0.750114917755127
2025-02-02,Mavericks' concern about Luka Doncic's conditioning led to Lakers trade - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9827720522880554
2025-02-02,Luka Dončić Lands in La La Land: Lakers Pull Off Historic Trade - Sneaker Freaker,Sneaker Freaker,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9753212928771973
2025-02-02,"‘Luka Mania' comes to a sudden, unexpected end for Dallas Mavericks fans - NBC 5 Dallas-Fort Worth",NBC 5 Dallas-Fort Worth,Doncic to Lakers,2025-02-01,1,0.2263,POSITIVE,0.710804283618927
2025-02-02,“We Had to Keep It Tight”: Mavericks GM Nico Harrison Breaks Down How Doncic Trade Came to be - rg.org,rg.org,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9960392713546753
2025-02-02,When is the first matchup between Luka Doncic's Lakers and Anthony Davis’ Mavericks? - FanSided,FanSided,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9789183735847473
2025-02-02,'Dallas will always be home' | Luka Doncic gives emotional goodbye after trade to Lakers - cbs19.tv,cbs19.tv,Doncic to Lakers,2025-02-01,1,0.1531,POSITIVE,0.997734546661377
2025-02-02,The biggest winners and losers of the Luka Doncic-Anthony Davis trade - The Spokesman-Review,The Spokesman-Review,Doncic to Lakers,2025-02-01,1,-0.0772,POSITIVE,0.9660695791244507
2025-02-02,Luka Doncic Issues Statement After Blockbuster Trade For Anthony Davis Between Mavericks And Lakers - VIBE.com,VIBE.com,Doncic to Lakers,2025-02-01,1,0.5994,NEGATIVE,-0.7941989898681641
2025-02-02,"Video NBA stunned by Luka Doncic trade to Lakers - ABC News - Breaking News, Latest News and Videos","Breaking News, Latest News and Videos",Doncic to Lakers,2025-02-01,1,-0.1027,NEGATIVE,-0.9642435908317566
2025-02-02,Dallas Mavericks make official Luka Doncic announcement after blockbuster trade - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.5994,POSITIVE,0.9671908617019653
2025-02-02,Luka Doncic writes letter to Mavs fans after trade - FOX 4 News Dallas-Fort Worth,FOX 4 News Dallas-Fort Worth,Doncic to Lakers,2025-02-01,1,0.2263,POSITIVE,0.8870352506637573
2025-02-02,Miriam Adelson’s Luka trade - TrueHoop,TrueHoop,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9780217409133911
2025-02-02,Luka Dončić's father rips Mavericks' 'hypocrisy' and 'secrecy' in Lakers trade - FOX Sports,FOX Sports,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9979481101036072
2025-02-02,Rob Pelinka says Luka Doncic will lead Lakers ‘for years to come’ - Los Angeles Times,Los Angeles Times,Doncic to Lakers,2025-02-01,1,-0.5574,POSITIVE,0.9991902709007263
2025-02-02,Inside the podcast relationship of Luka Doncic and JJ Redick - Los Angeles Times,Los Angeles Times,Doncic to Lakers,2025-02-01,1,0.4084,POSITIVE,0.9239047765731812
2025-02-02,"Mavericks trading Luka Dončić fits team’s vision and culture, Nico Harrison says - The New York Times",The New York Times,Doncic to Lakers,2025-02-01,1,0.25,POSITIVE,0.9962828755378723
2025-02-02,Grade the trade: The Jazz were involved in the Luka-AD deal too - The J-Notes,The J-Notes,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9950689077377319
2025-02-02,How bad was Luka Dončić deal for Mavericks? Who really 'won' the trade? - FOX Sports,FOX Sports,Doncic to Lakers,2025-02-01,1,0.2151,NEGATIVE,-0.9997500777244568
2025-02-02,Devin Booker trolls Mavericks after Luka Doncic trade to Lakers - ESPN,ESPN,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.932993471622467
2025-02-02,"Lakers Rumors: 'Optimism' Luka Dončić Will Debut vs. Pacers After Trade, Calf Injury - Bleacher Report",Bleacher Report,Doncic to Lakers,2025-02-01,1,0.1779,POSITIVE,0.9142409563064575
2025-02-02,Mavericks Deserve All the Blame for Failing Luka Doncic - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,-0.6908,NEGATIVE,-0.9990906715393066
2025-02-02,Luka Doncic's Father Rips Dallas Mavericks Over 'Secrecy' Regarding Son's Trade - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9985779523849487
2025-02-02,Los Angeles Lakers: The Pursuit of Luka Doncic's Co-Star and How LeBron James Factors In - Third Apron,Third Apron,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.8876298666000366
2025-02-02,FOCO Selling Luka Doncic ‘Welcome To Lakers’ Bobblehead - Lakers Nation,Lakers Nation,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9844916462898254
2025-02-02,ESPN: Mavs Were 'Terrified' of Luka Dončić Supermax Contract Commitment Before Trade - Bleacher Report,Bleacher Report,Doncic to Lakers,2025-02-01,1,-0.34,NEGATIVE,-0.9978785514831543
2025-02-02,Who is new Lakers star Luka Doncic's fiancée Anamaria Goltes? - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.7862076163291931
2025-02-02,What LeBron James and Luka Doncic have said about each other through the years - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9695363640785217
2025-02-02,Luka Dončić Thanks Mavs After Trade to Lakers: 'I Thought I'd Spend My Career Here' - Bleacher Report,Bleacher Report,Doncic to Lakers,2025-02-01,1,0.4404,POSITIVE,0.99861741065979
2025-02-02,Here's how LeBron James learned Luka Doncic was being traded to LA Lakers - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.8946657776832581
2025-02-02,"Owner of Eddie's Euromart in Dallas heartbroken the Mavs traded favorite customer, Luka Doncic - NBC 5 Dallas-Fort Worth",NBC 5 Dallas-Fort Worth,Doncic to Lakers,2025-02-01,1,-0.1027,NEGATIVE,-0.98664790391922
2025-02-02,Why Jaylen Brown ‘wasn't shocked' by Luka-AD blockbuster - NBC Sports Boston,NBC Sports Boston,Doncic to Lakers,2025-02-01,1,0.7061,NEGATIVE,-0.9412773251533508
2025-02-02,Trade spin: How does the pairing of Luka and LeBron impact fantasy basketball? - The New York Times,The New York Times,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9010680317878723
2025-02-02,Lakers trade Anthony Davis to Mavericks for Luka Doncic in major NBA shakeup - Reuters,Reuters,Doncic to Lakers,2025-02-01,1,-0.2212,NEGATIVE,-0.9622848033905029
2025-02-02,When will Luka Doncic debut for Lakers? Injury update on Los Angeles' newest star - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,1,-0.4215,NEGATIVE,-0.9944472312927246
2025-02-02,Luka Doncic Reportedly Didn't Ask Out of Dallas Before Trade to Lakers - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9590588808059692
2025-02-02,"Mavericks GM willing to accept burden of Luka Doncic trade: 'Ten years from now, they'll probably bury me' - CBS Sports",CBS Sports,Doncic to Lakers,2025-02-01,1,-0.0772,NEGATIVE,-0.9873234629631042
2025-02-02,Luka Doncic arrives in Los Angeles - ESPN,ESPN,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.9794778823852539
2025-02-02,"Kristaps Porziņģis, Celtics react to Luka Dončić trade to Lakers: ‘Unbelievable’ - The New York Times",The New York Times,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9351673126220703
2025-02-02,"Video: Chandler Parsons Says Mark Cuban 'Confused' by Mavs, Lakers' Luka Dončić Trade - Bleacher Report",Bleacher Report,Doncic to Lakers,2025-02-01,1,-0.3182,NEGATIVE,-0.9987540245056152
2025-02-02,Luka Doncic's fiancée's worst nightmare realized in Lakers trade with sad new detail - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,-0.802,NEGATIVE,-0.9973656535148621
2025-02-02,Luka Doncic's soon-to-be wife Anamaria Goltes sends a message to Mavericks fans after huge trade - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.3182,POSITIVE,0.9942317605018616
2025-02-02,The Dallas Mavericks decision to trade Luka Doncic is malpractice - Deseret News,Deseret News,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9976646900177002
2025-02-02,How to buy the new Luka Doncic Los Angeles Lakers jersey - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9355475902557373
2025-02-02,When will Luka Doncic make his Lakers debut? - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9949427247047424
2025-02-02,The Luka Dončić Trade That Shook the NBA & the 2029 Draft Prospects Who Could Define Its Legacy - NBA Big Board | Rafael Barlowe,NBA Big Board | Rafael Barlowe,Doncic to Lakers,2025-02-01,1,0.2023,POSITIVE,0.9990230798721313
2025-02-02,Lakers Plan For Luka Doncic Debut Revealed: Report - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9534741044044495
2025-02-02,Rachel Nichols on Dallas Mavericks trading Luka Doncic to the Lakers | The Herd - FOX Sports,FOX Sports,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.972324013710022
2025-02-02,"NBA world, Lakers fans react to shocking Anthony Davis-Luka Doncic trade - FOX 11 Los Angeles",FOX 11 Los Angeles,Doncic to Lakers,2025-02-01,1,-0.4019,POSITIVE,0.9729750156402588
2025-02-02,Luka Doncic is ghosting Dallas Mavericks after trade to LA Lakers - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.9942726492881775
2025-02-02,Luka Doncic breaks silence following trade from Dallas Mavericks: ‘I wanted so badly to bring you a championship’ - CNN,CNN,Doncic to Lakers,2025-02-01,1,-0.6113,NEGATIVE,-0.9914275407791138
2025-02-02,Fallout from shocking Lakers-Mavericks trade after L.A. acquires Luka Doncic from Dallas for Anthony Davis - CBS Sports,CBS Sports,Doncic to Lakers,2025-02-01,1,-0.4019,NEGATIVE,-0.9873637557029724
2025-02-02,Luka Doncic Father Slams Mavs Following Trade to Lakers - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,NEGATIVE,-0.8716953992843628
2025-02-02,"10 Draft Picks Traded in Luka Doncic, De’Aaron Fox Deals - Sports Illustrated",Sports Illustrated,Doncic to Lakers,2025-02-01,1,0.0,POSITIVE,0.7351919412612915
2025-02-02,Luka Doncic Had Reportedly Just Closed On A $15 Million Dollar House In Dallas And Cried When He Found Out About The Trade - Barstool Sports,Barstool Sports,Doncic to Lakers,2025-02-01,1,-0.3818,NEGATIVE,-0.9915980100631714
2025-02-02,Mavericks fans protest Luka Doncic-Lakers trade outside of American Airlines Center - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,1,-0.25,NEGATIVE,-0.9694936871528625
2025-02-02,Luka to the Lakers had celebrities talking: ‘I’m happy and miserable at the same time’ - The New York Times,The New York Times,Doncic to Lakers,2025-02-01,1,0.128,NEGATIVE,-0.983974039554596
2025-02-03,"Luka Doncic excited to join Lakers, says trade was a 'big shock' - ESPN",ESPN,Doncic to Lakers,2025-02-01,2,0.25,POSITIVE,0.9963825941085815
2025-02-03,"Luka Dončić is now the Lakers' latest franchise player, but it's clear the superstar will need a bit to feel right at home - Yahoo Sports",Yahoo Sports,Doncic to Lakers,2025-02-01,2,0.5267,NEGATIVE,-0.9669920802116394
2025-02-03,Plaschke: Luka Doncic joins Lakers with bad baggage … and that’s a good thing - Los Angeles Times,Los Angeles Times,Doncic to Lakers,2025-02-01,2,-0.1531,POSITIVE,0.9990851879119873
2025-02-03,"When will Luka Doncic debut with the Lakers? Soon, but not before his calf strain is totally healed - AP News",AP News,Doncic to Lakers,2025-02-01,2,-0.0772,POSITIVE,0.7046440243721008
2025-02-03,Processing the Luka Dončić trade as a lifelong Dallas Mavericks fan - Mavs Moneyball,Mavs Moneyball,Doncic to Lakers,2025-02-01,2,0.3182,NEGATIVE,-0.9587940573692322
2025-02-03,"No But Seriously, Why Did The Mavericks Trade Luka? - Defector",Defector,Doncic to Lakers,2025-02-01,2,-0.568,NEGATIVE,-0.9977496266365051
2025-02-03,"Congrats on Joining the Lakers, Luka Doncic. You Just Lost $32 Million. - WSJ",WSJ,Doncic to Lakers,2025-02-01,2,0.2732,NEGATIVE,-0.9992902278900146
2025-02-03,Watch: Luka Doncic arrives in Los Angeles after shocking trade to the Lakers - WFAA,WFAA,Doncic to Lakers,2025-02-01,2,-0.4019,POSITIVE,0.9924579858779907
2025-02-03,"Luka Doncic, blindsided by Mavericks trade, is now embracing life with the Lakers - FOX Sports",FOX Sports,Doncic to Lakers,2025-02-01,2,0.0,POSITIVE,0.9990377426147461
2025-02-03,Is Luka Doncic playing tonight against the Clippers? - FOX 11 Los Angeles,FOX 11 Los Angeles,Doncic to Lakers,2025-02-01,2,0.2023,NEGATIVE,-0.9943317174911499
2025-02-03,'Unfathomable': How this stunning Luka Doncic-Anthony Davis trade came together - ESPN,ESPN,Doncic to Lakers,2025-02-01,2,0.4588,POSITIVE,0.9882336854934692
2025-02-03,"Lakers' Luka Dončić wants to 'take the high road,' says playing with LeBron James is a 'dream come true' after Mavs trade - Yahoo Sports",Yahoo Sports,Doncic to Lakers,2025-02-01,2,0.6808,POSITIVE,0.9979519248008728
2025-02-03,‘Imagine how I felt’: Luka Doncic surprised he was traded to Lakers - Los Angeles Times,Los Angeles Times,Doncic to Lakers,2025-02-01,2,0.2263,POSITIVE,0.9872056245803833
2025-02-03,Trending Topics: What does Anthony Davis-for-Luka Dončić deal mean for Lakers? - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,2,0.0,NEGATIVE,-0.9914884567260742
2025-02-03,'[Dallas] was home' | Luka Doncic speaks at first press conference as a Los Angeles Laker - WFAA,WFAA,Doncic to Lakers,2025-02-01,2,0.0,POSITIVE,0.9878489971160889
2025-02-03,Luka Doncic's father calls out Mavericks after Lakers trade - ESPN,ESPN,Doncic to Lakers,2025-02-01,2,0.0,NEGATIVE,-0.7494947910308838
2025-02-03,Trending Topics: What does Luka Dončić-for-Anthony Davis deal mean for Mavs? - NBA.com,NBA.com,Doncic to Lakers,2025-02-01,2,0.0,NEGATIVE,-0.9904050827026367
2025-02-03,Is Luka Doncic 230 or 260 pounds? Magic Johnson says new Laker must take 'conditioning seriously' - Yahoo Sports,Yahoo Sports,Doncic to Lakers,2025-02-01,2,-0.1779,POSITIVE,0.6832497119903564
2025-02-03,Luka Doncic at Lakers press conference: Trade from Mavs 'a big shock' - FOX 4 News Dallas-Fort Worth,FOX 4 News Dallas-Fort Worth,Doncic to Lakers,2025-02-01,2,-0.1779,POSITIVE,0.9395074248313904
2025-02-03,Lakers News: Magic Johnson Reacts To Luka Doncic Trade - Lakers Nation,Lakers Nation,Doncic to Lakers,2025-02-01,2,0.0,POSITIVE,0.9857912063598633
2025-02-03,‘Unprecedented’: Luka Dončić trade earthquake felt far beyond Dallas - Texas Standard,Texas Standard,Doncic to Lakers,2025-02-01,2,0.0,NEGATIVE,-0.9522600173950195
2025-02-03,Which is worse: the Luka Doncic trade or the Mookie Betts trade? - Over the Monster,Over the Monster,Doncic to Lakers,2025-02-01,2,-0.4767,NEGATIVE,-0.9997102618217468
2025-02-03,When will Luka Dončić make his Lakers debut? J.J. Redick provides new update - NBC Los Angeles,NBC Los Angeles,Doncic to Lakers,2025-02-01,2,0.0,NEGATIVE,-0.9965732097625732
2025-02-03,"Luka Dončić says Lakers trade from Mavericks was ""big shock"": ""I had to check if it was April 1st"" - CBS News",CBS News,Doncic to Lakers,2025-02-01,2,-0.3818,NEGATIVE,-0.6639034748077393
2025-02-03,NBA Executives Reportedly 'Furious' Luka Doncic Was Only Offered to Lakers in Trade: Report - Sports Illustrated,Sports Illustrated,Doncic to Lakers,2025-02-01,2,-0.5719,NEGATIVE,-0.9973589777946472
